0.11,0.89
0.1,0.9
0.09,0.91
0.11,0.89
0.9,0.1
0.9,0.1
0.89,0.11
0.91,0.09
0.09,0.91
0.1,0.9
0.09,0.91
0.09,0.91
0.09,0.91
0.1,0.9
0.11,0.89
0.1,0.9
0.91,0.09
0.11,0.89
0.1,0.9
0.9,0.1
0.9,0.1
0.91,0.09
0.9,0.1
0.91,0.09
0.9,0.1
0.11,0.89
0.9,0.1
0.1,0.9
0.89,0.11
0.11,0.89
0.91,0.09
0.9,0.1
0.11,0.89
0.11,0.89
0.89,0.11
0.09,0.91
0.1,0.9
0.9,0.1
0.89,0.11
0.1,0.9
0.91,0.09
0.1,0.9
0.89,0.11
0.11,0.89
0.89,0.11
0.09,0.91
0.1,0.9
0.91,0.09
0.11,0.89
0.09,0.91
0.89,0.11
0.1,0.9
0.9,0.1
0.9,0.1
0.1,0.9
0.1,0.9
0.9,0.1
0.1,0.9
0.89,0.11
0.09,0.91
0.1,0.9
0.91,0.09
0.09,0.91
0.11,0.89
0.89,0.11
0.09,0.91
0.91,0.09
0.91,0.09
0.9,0.1
0.1,0.9
0.91,0.09
0.09,0.91
0.9,0.1
0.1,0.9
0.11,0.89
0.89,0.11
0.89,0.11
0.9,0.1
0.89,0.11
0.9,0.1
0.09,0.91
0.09,0.91
0.1,0.9
0.1,0.9
0.09,0.91
0.11,0.89
0.9,0.1
0.9,0.1
0.91,0.09
0.89,0.11
0.1,0.9
0.91,0.09
0.9,0.1
0.1,0.9
0.1,0.9
0.88,0.12
0.89,0.11
0.09,0.91
0.89,0.11
0.9,0.1
0.89,0.11
0.89,0.11
0.9,0.1
0.11,0.89
0.09,0.91
0.08,0.92
0.11,0.89
0.9,0.1
0.89,0.11
0.1,0.9
0.1,0.9
0.9,0.1
0.11,0.89
0.1,0.9
0.9,0.1
0.89,0.11
0.89,0.11
0.1,0.9
0.1,0.9
0.09,0.91
0.91,0.09
0.9,0.1
0.89,0.11
0.9,0.1
0.09,0.91
0.91,0.09
0.1,0.9
0.09,0.91
0.89,0.11
0.09,0.91
0.1,0.9
0.1,0.9
0.91,0.09
0.91,0.09
0.1,0.9
0.09,0.91
0.89,0.11
0.09,0.91
0.09,0.91
0.9,0.1
0.09,0.91
0.91,0.09
0.89,0.11
0.91,0.09
0.91,0.09
0.89,0.11
0.91,0.09
0.91,0.09
0.9,0.1
0.09,0.91
0.89,0.11
0.91,0.09
0.09,0.91
0.91,0.09
0.09,0.91
0.89,0.11
0.9,0.1
0.89,0.11
0.91,0.09
0.1,0.9
0.1,0.9
0.11,0.89
0.89,0.11
0.91,0.09
0.11,0.89
0.89,0.11
0.89,0.11
0.09,0.91
0.91,0.09
0.91,0.09
0.09,0.91
0.09,0.91
0.91,0.09
0.89,0.11
0.09,0.91
0.09,0.91
0.9,0.1
0.9,0.1
0.89,0.11
0.1,0.9
0.11,0.89
0.91,0.09
0.11,0.89
0.91,0.09
0.1,0.9
0.11,0.89
0.09,0.91
0.89,0.11
0.9,0.1
0.89,0.11
0.1,0.9
0.09,0.91
0.11,0.89
0.91,0.09
0.89,0.11
0.91,0.09
0.1,0.9
0.09,0.91
0.11,0.89
0.9,0.1
