avg,long_bar,mean
0.09,191,0.0940347787805415
0.09,159,0.08594965675057208
0.09,320,0.08062960142168063
0.1,382,0.08397693517385989
0.09,213,0.08081632653061224
0.11,105,0.09387096774193548
0.09,408,0.08123711340206186
0.09,200,0.08181818181818182
0.09,217,0.08253507498790519
0.09,137,0.08059499661933739
0.09,341,0.08357937769702477
0.09,141,0.08189164370982553
0.1,364,0.08786236559139786
0.1,114,0.09681295715778475
0.1,195,0.0804040404040404
0.11,474,0.08304597701149426
0.1,247,0.10406403940886699
0.09,185,0.09099415204678363
0.09,64,0.07925948530159699
0.09,156,0.08110349801658853
0.11,158,0.10876395204630013
0.1,182,0.09636343539294795
0.11,127,0.09697636063771302
0.11,356,0.08602564102564103
0.09,63,0.08
0.1,244,0.09396681749622926
0.1,229,0.09712192569335427
0.09,124,0.09799156955120258
0.09,387,0.08149429263230717
0.1,322,0.0859770114942529
0.08,143,0.08300280112044818
0.09,400,0.08234463276836158
0.09,365,0.0818544366899302
0.09,360,0.07863400679420704
0.09,525,0.0849650869113059
0.11,122,0.08995215311004785
0.09,217,0.09443396226415095
0.1,103,0.08076166636867513
0.09,194,0.0813793103448276
0.1,215,0.08282967032967033
0.1,487,0.0899463917525773
0.11,386,0.08337612323491655
0.12,42,0.10947034737815348
0.1,281,0.08613251155624037
0.1,368,0.08437530384054448
0.1,206,0.09561264822134385
0.1,382,0.09881750098541585
0.09,350,0.0822884012539185
0.1,315,0.10367469879518072
0.1,224,0.08303276366726466
0.1,394,0.08239795918367347
0.09,76,0.09731800766283523
0.12,252,0.08755980861244018
0.09,378,0.08772077375946175
0.09,273,0.08547875713379834
0.09,170,0.07389481707317073
0.11,284,0.09613747954173486
0.11,102,0.09673990077958895
0.1,340,0.09067796610169492
0.09,250,0.0884848484848485
0.1,105,0.09886039886039887
0.11,219,0.08381522100365572
0.1,233,0.09141404631896065
0.11,229,0.07891677091765398
0.09,242,0.08381439532334672
0.08,389,0.07930946291560102
0.1,333,0.08164048227986848
0.09,311,0.0825860465116279
0.1,121,0.09750457875457876
0.11,76,0.10988332189430335
0.09,196,0.08036697247706423
0.1,331,0.08547008547008546
0.1,382,0.08385454545454546
0.09,145,0.0811214953271028
0.09,251,0.08693877551020408
0.11,296,0.08180234005476723
0.09,213,0.08702564102564103
0.09,117,0.10702479338842975
0.1,199,0.09081395348837211
0.09,344,0.0823076923076923
0.1,151,0.08793859649122808
0.09,252,0.08909901873327386
0.1,280,0.09766214177978884
0.1,333,0.08547008547008546
0.1,183,0.08147507922788821
0.1,838,0.09352226720647772
0.11,127,0.1098127600554785
0.09,314,0.0829287270463741
0.09,108,0.08517450531967784
0.1,337,0.0825814536340852
0.1,182,0.09257575757575758
0.11,192,0.09553734061930781
0.09,107,0.08026819923371648
0.1,222,0.08574162679425838
0.1,104,0.0864450127877238
0.1,32,0.09942424242424241
0.1,141,0.08258408258408259
0.09,429,0.08704908338261381
0.09,199,0.08647734956051385
0.1,388,0.08478057889822595
0.11,302,0.09953379953379952
0.09,403,0.07231138443077847
0.1,224,0.08842105263157896
0.1,214,0.0841628959276018
0.11,141,0.0864450127877238
0.09,21,0.08407806882383155
0.09,327,0.08339622641509432
0.1,144,0.09945652173913044
0.09,325,0.08301435406698565
0.09,444,0.08612727272727273
0.09,223,0.08386350491613649
0.09,144,0.08281668580176044
0.1,384,0.0965934065934066
0.09,207,0.08275862068965517
0.09,236,0.08540655698899276
0.08,173,0.0784313725490196
0.1,362,0.09909479507166206
0.11,219,0.09283132530120482
0.11,398,0.08831120943952803
0.1,142,0.0857391304347826
0.09,340,0.08477553675992193
0.1,146,0.0968421052631579
0.1,123,0.08102564102564103
0.1,124,0.09589743589743589
0.1,221,0.08910755148741417
0.09,218,0.09875565610859728
0.09,157,0.07887814313346228
0.09,338,0.08604223254183825
0.08,203,0.08173913043478259
0.09,234,0.08605042016806723
0.1,418,0.082538431217974
0.1,118,0.08465845464725645
0.09,329,0.07700819385111003
0.1,193,0.0931178234476706
0.09,232,0.09354395604395604
0.1,133,0.09430232558139534
