avg,long_bar,mean
0.33,13,0.3192101740294511
0.3,14,0.28787878787878785
0.0,0,0.0
0.3,25,0.27984693877551026
0.33,14,0.32174938753289173
0.28,24,0.27166893600466835
0.26,7,0.2783838383838384
0.33,110,0.2593111111111111
0.27,8,0.25499142367066896
0.26,32,0.30314285714285716
0.28,18,0.31118881118881114
0.29,22,0.29411764705882354
0.32,16,0.30296973158195317
0.28,10,0.27449518484001245
0.31,13,0.3093877551020408
0.3,4,0.2955013550135501
0.3,26,0.2956428762363004
0.28,8,0.2620362983645792
0.32,10,0.25151748723383754
0.27,17,0.25868725868725867
0.28,20,0.2728482697426797
0.32,7,0.31512605042016806
0.27,7,0.25450470640968176
0.28,20,0.2883847549909256
0.31,10,0.3088659793814433
0.3,148,0.2866086956521739
0.3,23,0.29288595526219285
0.28,11,0.27574029392410615
0.27,30,0.2712337662337662
0.31,5,0.297921146953405
0.29,119,0.2593706293706294
0.29,14,0.2767676767676768
0.31,8,0.30434864457831323
0.28,18,0.2852941176470588
0.29,82,0.28701754385964917
0.3,21,0.30164581961816983
0.28,14,0.2768041237113402
0.27,15,0.26823778631007544
0.28,14,0.27575757575757576
0.27,6,0.2777835051546392
0.34,15,0.25799895779051585
0.32,9,0.3107043558850788
0.3,8,0.2896969696969697
0.3,15,0.29890194075587334
0.29,34,0.28434343434343434
0.27,11,0.2855539971949509
0.3,9,0.26880165289256197
0.29,40,0.2911111111111111
0.27,5,0.3240265712825754
0.27,25,0.2673794853207684
0.31,24,0.3068627450980392
0.29,37,0.2889194139194139
0.33,15,0.3021996808753134
0.33,126,0.3047117914374552
0.28,7,0.31595042279624697
0.31,8,0.3103030303030303
0.33,11,0.2811739130434783
0.32,11,0.2913968547641073
0.28,16,0.30630483097438294
0.32,30,0.3158157602663707
0.31,21,0.30986719134284313
0.33,12,0.31342229199372057
0.28,40,0.2564263322884013
0.27,7,0.301747311827957
0.29,9,0.30213160333642264
0.26,8,0.2833644859813084
0.29,53,0.28101010101010104
0.34,19,0.32523033309709426
0.28,20,0.2670588235294118
0.3,129,0.2695887445887446
0.27,131,0.2653510436432638
0.23,6,0.2864566677326511
0.28,11,0.2809340659340659
0.3,8,0.30019746585486257
0.29,34,0.2665024630541872
0.29,14,0.29308612199778916
0.29,16,0.29617961796179615
0.27,13,0.25890218156228006
0.3,123,0.2902784810126582
0.3,9,0.29545930110901863
0.28,17,0.2830840530861597
0.29,23,0.2513529481271417
0.29,111,0.27386363636363636
0.32,8,0.27804760178808746
0.3,9,0.3043274432023079
0.32,19,0.3154305200341006
0.32,11,0.30801172447484126
0.26,10,0.2929397686477862
0.28,51,0.2605380609967766
0.28,123,0.26162493612672455
0.28,8,0.2764616935483871
0.28,29,0.2665521191294387
0.32,10,0.3007570207570207
0.33,23,0.332000355460766
0.29,15,0.29019047619047617
0.26,15,0.2699666295884316
0.28,15,0.2717948717948718
0.31,20,0.2991899660308336
0.27,14,0.3061282932416953
0.28,18,0.3280182752712735
0.27,5,0.31783783783783787
0.27,35,0.28202162433995476
0.24,13,0.23708220415537487
0.27,14,0.30113636363636365
0.29,174,0.2786107711138311
0.3,146,0.29854323308270675
0.31,7,0.301
0.27,8,0.30960648148148145
0.27,3,0.3555337519623234
0.29,5,0.3109407665505226
0.31,17,0.29295112781954885
0.28,24,0.25841176470588234
0.29,44,0.2827586206896552
0.29,4,0.30827450980392157
0.3,13,0.2877751572327044
0.31,20,0.29325279234100754
0.31,9,0.3161048689138577
0.31,39,0.3177533745138412
0.28,7,0.29041584158415845
0.33,39,0.30802005012531325
0.32,29,0.3092986603624901
0.28,10,0.2696629213483146
0.28,9,0.2694758394758395
0.3,11,0.2826086956521739
0.28,11,0.2627927927927928
0.26,15,0.24174265450861196
0.25,10,0.26942523768366466
0.3,21,0.2943606692832059
0.29,13,0.2841562669560499
0.27,13,0.26131016042780747
