0.71,0.29,,,,,,,,,
0.7,0.3,,,,,,,,,
1.0,,,,,,,,,,
0.7,0.3,,,,,,,,,
0.3,0.7,,,,,,,,,
1.0,,,,,,,,,,
0.69,0.31,,,,,,,,,
0.3,0.7,,,,,,,,,
0.01,0.05,0.03,0.52,0.33,0.06,,,,,
0.06,0.04,0.19,0.71,,,,,,,
0.7,0.3,,,,,,,,,
0.29,0.71,,,,,,,,,
0.29,0.71,,,,,,,,,
0.71,0.29,,,,,,,,,
0.31,0.69,,,,,,,,,
0.06,0.01,0.01,0.01,0.03,0.01,0.38,0.04,0.35,0.02,0.06
0.3,0.7,,,,,,,,,
0.69,0.31,,,,,,,,,
0.69,0.31,,,,,,,,,
0.28,0.72,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.28,0.72,,,,,,,,,
0.69,0.31,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.31,0.69,,,,,,,,,
0.7,0.3,,,,,,,,,
0.01,0.01,0.01,0.02,0.36,0.01,0.12,0.45,0.01,,
0.3,0.7,,,,,,,,,
0.29,0.71,,,,,,,,,
0.02,0.01,0.01,0.74,0.01,0.15,0.01,0.03,0.01,,
0.3,0.7,,,,,,,,,
0.76,0.24,,,,,,,,,
0.29,0.71,,,,,,,,,
1.0,,,,,,,,,,
0.7,0.3,,,,,,,,,
0.29,0.71,,,,,,,,,
0.72,0.28,,,,,,,,,
0.3,0.7,,,,,,,,,
0.28,0.72,,,,,,,,,
0.01,0.71,0.28,,,,,,,,
0.72,0.28,,,,,,,,,
0.29,0.71,,,,,,,,,
0.29,0.71,,,,,,,,,
0.29,0.71,,,,,,,,,
0.3,0.7,,,,,,,,,
0.31,0.69,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.3,0.7,,,,,,,,,
0.69,0.31,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.68,0.32,,,,,,,,,
0.29,0.71,,,,,,,,,
0.3,0.7,,,,,,,,,
0.29,0.71,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.72,0.28,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.31,0.69,,,,,,,,,
0.3,0.7,,,,,,,,,
0.7,0.3,,,,,,,,,
0.31,0.69,,,,,,,,,
0.74,0.26,,,,,,,,,
0.7,0.3,,,,,,,,,
0.25,0.75,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.71,0.29,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.29,0.71,,,,,,,,,
0.7,0.3,,,,,,,,,
0.3,0.7,,,,,,,,,
0.01,0.43000000000000005,0.47,0.07,0.01,,,,,,
0.29,0.71,,,,,,,,,
0.7,0.3,,,,,,,,,
0.29,0.71,,,,,,,,,
0.3,0.7,,,,,,,,,
0.29,0.71,,,,,,,,,
0.69,0.31,,,,,,,,,
0.71,0.29,,,,,,,,,
0.73,0.27,,,,,,,,,
0.3,0.7,,,,,,,,,
0.65,0.35,,,,,,,,,
0.19,0.8099999999999999,,,,,,,,,
0.3,0.7,,,,,,,,,
0.29,0.71,,,,,,,,,
0.67,0.33,,,,,,,,,
0.31,0.69,,,,,,,,,
1.0,,,,,,,,,,
0.3,0.7,,,,,,,,,
0.31,0.69,,,,,,,,,
0.71,0.29,,,,,,,,,
0.3,0.7,,,,,,,,,
0.69,0.31,,,,,,,,,
0.3,0.7,,,,,,,,,
0.3,0.7,,,,,,,,,
0.29,0.71,,,,,,,,,
0.7,0.3,,,,,,,,,
0.29,0.71,,,,,,,,,
0.69,0.31,,,,,,,,,
0.29,0.71,,,,,,,,,
0.69,0.31,,,,,,,,,
0.71,0.29,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.28,0.72,,,,,,,,,
0.69,0.31,,,,,,,,,
0.7,0.3,,,,,,,,,
0.69,0.31,,,,,,,,,
0.7,0.3,,,,,,,,,
0.69,0.31,,,,,,,,,
0.23,0.76,,,,,,,,,
0.31,0.69,,,,,,,,,
0.71,0.29,,,,,,,,,
0.28,0.72,,,,,,,,,
0.72,0.28,,,,,,,,,
0.65,0.35,,,,,,,,,
0.71,0.29,,,,,,,,,
0.29,0.71,,,,,,,,,
0.29,0.71,,,,,,,,,
0.72,0.28,,,,,,,,,
0.71,0.29,,,,,,,,,
0.3,0.7,,,,,,,,,
0.7,0.3,,,,,,,,,
0.29,0.71,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.31,0.69,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.27,0.7300000000000001,,,,,,,,,
0.31,0.69,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.29,0.71,,,,,,,,,
0.7,0.3,,,,,,,,,
0.7,0.3,,,,,,,,,
0.65,0.35,,,,,,,,,
0.26,0.74,,,,,,,,,
0.71,0.29,,,,,,,,,
0.71,0.29,,,,,,,,,
0.72,0.28,,,,,,,,,
0.71,0.29,,,,,,,,,
0.28,0.72,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.31,0.69,,,,,,,,,
0.3,0.7,,,,,,,,,
0.3,0.7,,,,,,,,,
0.7,0.3,,,,,,,,,
0.27,0.72,0.01,,,,,,,,
0.31,0.69,,,,,,,,,
0.67,0.32999999999999996,,,,,,,,,
0.01,0.27,0.72,,,,,,,,
0.7,0.3,,,,,,,,,
0.31,0.69,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.29,0.71,,,,,,,,,
0.28,0.72,,,,,,,,,
0.3,0.7,,,,,,,,,
0.31,0.69,,,,,,,,,
0.3,0.7,,,,,,,,,
0.7,0.3,,,,,,,,,
0.29,0.71,,,,,,,,,
0.71,0.29,,,,,,,,,
0.29,0.71,,,,,,,,,
0.7,0.3,,,,,,,,,
0.71,0.29,,,,,,,,,
0.71,0.29,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.3,0.7,,,,,,,,,
0.29,0.71,,,,,,,,,
0.72,0.28,,,,,,,,,
0.29,0.71,,,,,,,,,
0.29,0.71,,,,,,,,,
0.29,0.71,,,,,,,,,
0.68,0.32,,,,,,,,,
0.71,0.29,,,,,,,,,
0.3,0.7,,,,,,,,,
0.71,0.29,,,,,,,,,
0.7,0.3,,,,,,,,,
0.9900000000000001,,,,,,,,,,
0.29,0.71,,,,,,,,,
0.24,0.73,0.03,,,,,,,,
0.29,0.71,,,,,,,,,
0.3,0.7,,,,,,,,,
0.29,0.71,,,,,,,,,
0.29,0.71,,,,,,,,,
0.71,0.29,,,,,,,,,
0.3,0.7,,,,,,,,,
