0,1,2,3
0.5411,0.2038,0.2181,0.037
0.6309,0.0006,0.2433,0.1252
0.5418,0.1562,0.0285,0.2735
0.6268,0.0002,0.1307,0.2423
0.6827,0.0,0.2711,0.0462
0.5012,0.0002,0.0223,0.4763
0.5598,0.0002,0.0987,0.3413
0.6606,0.0005,0.0438,0.2951
0.6403,0.0001,0.0162,0.3434
0.6174,0.0004,0.0427,0.3395
0.5806,0.0003,0.2818,0.1373
0.5448,0.0002,0.0916,0.3634
0.5965,0.0013,0.1716,0.2306
0.5775,0.0,0.0828,0.3397
0.5892,0.0001,0.21,0.2007
0.6252,0.0002,0.2599,0.1147
0.5394,0.0003,0.2199,0.2404
0.5393,0.1396,0.0235,0.2976
0.5724,0.1741,0.2395,0.014
0.5412,0.0021,0.1714,0.2853
0.6036,0.0002,0.1647,0.2315
0.5945,0.0692,0.0,0.3363
0.6223,0.0,0.0927,0.285
0.5589,0.0003,0.2867,0.1541
0.5912,0.0001,0.2469,0.1618
0.5844,0.0002,0.037,0.3784
0.5089,0.0018,0.3064,0.1829
0.533,0.0013,0.073,0.3927
0.6616,0.0002,0.2938,0.0444
0.6149,0.0001,0.131,0.254
0.5809,0.0003,0.3413,0.0775
0.6197,0.0003,0.1158,0.2642
0.6702,0.0008,0.2284,0.1006
0.5797,0.0,0.0243,0.396
0.6229,0.0003,0.2748,0.102
0.667,0.0001,0.1819,0.151
0.6032,0.0002,0.1604,0.2362
0.6454,0.0,0.0483,0.3063
0.5363,0.0,0.0901,0.3736
0.5901,0.0004,0.2949,0.1146
0.5131,0.0003,0.2385,0.2481
0.6375,0.0007,0.0354,0.3264
0.5621,0.0006,0.273,0.1643
0.5659,0.0,0.1828,0.2513
0.6765,0.0003,0.3141,0.0091
0.5204,0.0001,0.0688,0.4107
0.598,0.0003,0.0003,0.4014
0.5597,0.0004,0.2945,0.1454
0.5243,0.0001,0.29,0.1856
0.6778,0.0002,0.1674,0.1546
0.5854,0.0011,0.0105,0.403
0.612,0.0004,0.1198,0.2678
0.6247,0.0003,0.149,0.226
0.6638,0.0003,0.2803,0.0556
0.5884,0.0,0.0505,0.3611
0.6369,0.0012,0.0691,0.2928
0.5511,0.1101,0.2016,0.1372
0.5499,0.0006,0.2053,0.2442
0.5939,0.0005,0.0565,0.3491
0.5758,0.0003,0.1305,0.2934
0.6285,0.0007,0.2064,0.1644
0.5575,0.1817,0.2561,0.0047
0.5912,0.0005,0.2279,0.1804
0.6216,0.0005,0.0657,0.3122
0.5767,0.0002,0.2598,0.1633
0.6029,0.0003,0.0347,0.3621
0.6239,0.0004,0.2577,0.118
0.5908,0.0,0.0001,0.4091
0.5938,0.0,0.0311,0.3751
0.6425,0.0003,0.0347,0.3225
0.5409,0.0004,0.0597,0.399
0.6785,0.0,0.1733,0.1482
0.6444,0.0002,0.2718,0.0836
0.6284,0.0003,0.2689,0.1024
0.6683,0.0005,0.33,0.0012
0.6278,0.0768,0.0043,0.2911
0.5639,0.0004,0.0249,0.4108
0.6081,0.0008,0.251,0.1401
0.7076,0.0007,0.2143,0.0774
0.5657,0.0001,0.191,0.2432
0.5631,0.0,0.335,0.1019
0.6282,0.0005,0.367,0.0043
0.5698,0.0001,0.0434,0.3867
0.5561,0.0011,0.0005,0.4423
0.6164,0.0013,0.3127,0.0696
0.5718,0.2092,0.1829,0.0361
0.5458,0.0001,0.2986,0.1555
0.531,0.0,0.2583,0.2107
0.5941,0.0001,0.283,0.1228
0.5605,0.001,0.0604,0.3781
0.5132,0.0023,0.2828,0.2017
0.681,0.0011,0.2159,0.102
0.6209,0.0014,0.0947,0.283
0.5188,0.0002,0.1273,0.3537
0.6468,0.1487,0.0009,0.2036
0.5501,0.0002,0.1606,0.2891
0.6193,0.0001,0.0009,0.3797
0.6617,0.0,0.1078,0.2305
0.6338,0.0008,0.17,0.1954
0.5883,0.0005,0.2793,0.1319
