0,1,2,3
0.62,0.31,0.07,0.0
0.61,0.28,0.11,0.0
0.6,0.26,0.14,0.0
0.63,0.33,0.04,0.0
0.63,0.19,0.18,0.0
0.57,0.4,0.03,0.0
0.7,0.11,0.19,0.0
0.32,0.14,0.13,0.16
0.66,0.3,0.04,0.0
0.46,0.26,0.14,0.13
0.59,0.24,0.17,0.0
0.62,0.3,0.08,0.0
0.62,0.33,0.05,0.0
0.62,0.22,0.16,0.0
0.61,0.32,0.07,0.0
0.58,0.28,0.14,0.0
0.66,0.2,0.14,0.0
0.61,0.23,0.16,0.0
0.49,0.41,0.1,0.0
0.64,0.18,0.18,0.0
0.66,0.32,0.02,0.0
0.61,0.29,0.1,0.0
0.63,0.27,0.1,0.0
0.6,0.38,0.02,0.0
0.59,0.33,0.08,0.0
0.62,0.35,0.03,0.0
0.57,0.3,0.13,0.0
0.69,0.28,0.03,0.0
0.59,0.38,0.03,0.0
0.58,0.29,0.13,0.0
0.54,0.35,0.11,0.0
0.57,0.31,0.12,0.0
0.54,0.45,0.01,0.0
0.59,0.33,0.08,0.0
0.64,0.22,0.14,0.0
0.65,0.33,0.02,0.0
0.59,0.31,0.1,0.0
0.65,0.24,0.11,0.0
0.53,0.46,0.01,0.0
0.57,0.26,0.17,0.0
0.57,0.4,0.03,0.0
0.66,0.21,0.13,0.0
0.68,0.22,0.1,0.0
0.64,0.35,0.01,0.0
0.6,0.37,0.03,0.0
0.62,0.2,0.16,0.02
0.65,0.35,-0.0,0.0
0.59,0.25,0.16,0.0
0.68,0.3,0.02,0.0
0.63,0.17,0.2,0.0
0.58,0.33,0.09,0.0
0.64,0.35,0.01,0.0
0.53,0.35,0.12,0.0
0.65,0.24,0.11,0.0
0.5,0.38,0.12,0.0
0.52,0.32,0.08,0.08
0.51,0.4,0.05,0.04
0.59,0.35,0.06,0.0
0.62,0.22,0.16,0.0
0.6,0.27,0.13,0.0
0.62,0.3,0.08,0.0
0.56,0.32,0.12,0.0
0.6,0.3,0.1,0.0
0.65,0.34,0.01,0.0
0.56,0.39,0.05,0.0
0.68,0.12,0.2,0.0
0.58,0.3,0.12,0.0
0.62,0.25,0.13,0.0
0.56,0.32,0.12,0.0
0.61,0.38,0.01,0.0
0.6,0.36,0.04,0.0
0.67,0.32,0.01,0.0
0.65,0.17,0.18,0.0
0.62,0.19,0.19,0.0
0.55,0.35,0.1,0.0
0.57,0.27,0.16,0.0
0.57,0.36,0.07,0.0
0.62,0.26,0.12,0.0
0.6,0.21,0.19,0.0
0.52,0.41,0.07,0.0
0.61,0.34,0.01,0.04
0.68,0.18,0.14,0.0
0.64,0.23,0.13,0.0
0.6,0.27,0.13,0.0
0.65,0.31,0.04,0.0
0.61,0.33,0.06,0.0
0.53,0.24,0.19,0.04
0.6,0.29,0.11,0.0
0.64,0.21,0.15,0.0
0.58,0.37,0.05,0.0
0.57,0.43,0.0,0.0
0.56,0.34,0.1,0.0
0.57,0.31,0.12,0.0
0.6,0.21,0.19,0.0
0.57,0.41,0.02,0.0
0.63,0.26,0.11,0.0
0.57,0.43,0.0,0.0
0.61,0.33,0.06,0.0
0.57,0.25,0.18,0.0
0.48,0.3,0.06,0.16
