0,1,2,3
0.6161,0.0828,0.0006,0.3005
0.6467,0.0586,0.0,0.2947
0.5158,0.081,0.0014,0.4018
0.6105,0.0738,0.0003,0.3154
0.5945,0.1866,0.0,0.2189
0.5196,0.1002,0.0005,0.3797
0.5617,0.1847,0.0644,0.1892
0.7161,0.0949,0.0,0.189
0.6222,0.0654,0.0,0.3124
0.7092,0.0788,0.0005,0.2115
0.5286,0.0258,0.0003,0.4453
0.4966,0.0797,0.0,0.4237
0.6034,0.1504,0.0,0.2462
0.5324,0.0676,0.0796,0.3204
0.6634,0.1361,0.0001,0.2004
0.5592,0.1147,0.0,0.3261
0.5984,0.1624,0.0001,0.2391
0.6549,0.1205,0.0001,0.2245
0.5514,0.0738,0.0007,0.3741
0.7209,0.1155,0.0007,0.1629
0.5743,0.1636,0.0004,0.2617
0.6741,0.0859,0.0007,0.2393
0.5741,0.191,0.1501,0.0848
0.6433,0.0327,0.0001,0.3239
0.5488,0.121,0.0001,0.3301
0.547,0.0102,0.0005,0.4423
0.5489,0.1253,0.1394,0.1864
0.7228,0.2069,0.0,0.0703
0.5739,0.1132,0.0541,0.2588
0.5917,0.075,0.0004,0.3329
0.5798,0.0083,0.0,0.4119
0.6702,0.0829,0.0,0.2469
0.6238,0.1126,0.0007,0.2629
0.6764,0.0211,0.0001,0.3024
0.5642,0.1578,0.1487,0.1293
0.6597,0.1301,0.0003,0.2099
0.6677,0.0,0.0003,0.332
0.5986,0.0452,0.0008,0.3554
0.5824,0.071,0.0009,0.3457
0.5369,0.0365,0.0005,0.4261
0.5642,0.1523,0.0,0.2835
0.5496,0.1324,0.0003,0.3177
0.6264,0.0531,0.001,0.3195
0.6341,0.0601,0.0006,0.3052
0.6133,0.1101,0.0001,0.2765
0.6441,0.1297,0.0003,0.2259
0.4811,0.2012,0.0,0.3177
0.4992,0.1985,0.0,0.3023
0.5743,0.0573,0.0001,0.3683
0.534,0.07,0.0,0.396
0.6044,0.0663,0.0,0.3293
0.644,0.1527,0.0015,0.2018
0.5931,0.2005,0.0003,0.2061
0.6101,0.1839,0.0006,0.2054
0.513,0.1707,0.0002,0.3161
0.6655,0.1754,0.0004,0.1587
0.5733,0.1008,0.0004,0.3255
0.5255,0.1558,0.0001,0.3186
0.5697,0.0864,0.0004,0.3435
0.5455,0.1025,0.0894,0.2626
0.5397,0.1011,0.0,0.3592
0.4641,0.1845,0.0001,0.3513
0.6486,0.0268,0.0001,0.3245
0.5675,0.1011,0.0,0.3314
0.5985,0.0662,0.0004,0.3349
0.7578,0.0623,0.0001,0.1798
0.518,0.0636,0.0001,0.4183
0.6027,0.0566,0.0,0.3407
0.5897,0.1399,0.0,0.2704
0.7138,0.171,0.0005,0.1147
0.5725,0.1361,0.0,0.2914
0.6112,0.1733,0.0005,0.215
0.5771,0.2003,0.001,0.2216
0.5517,0.147,0.0888,0.2125
0.4704,0.1631,0.1765,0.19
0.5594,0.1075,0.1787,0.1544
0.6383,0.0003,0.0003,0.3611
0.6146,0.0645,0.0008,0.3201
0.7288,0.0316,0.0,0.2396
0.5618,0.2019,0.0004,0.2359
0.6123,0.1139,0.0006,0.2732
0.6739,0.117,0.0,0.2091
0.6051,0.0923,0.0001,0.3025
0.5371,0.0159,0.0004,0.4466
0.5708,0.2151,0.0,0.2141
0.6466,0.1073,0.0002,0.2459
0.5783,0.0113,0.0005,0.4099
0.6272,0.1244,0.0,0.2484
0.5806,0.1671,0.0001,0.2522
0.6109,0.0076,0.0,0.3815
0.5687,0.1944,0.0003,0.2366
0.5661,0.1698,0.0006,0.2635
0.5849,0.0609,0.0004,0.3538
0.5467,0.1482,0.0005,0.3046
0.5884,0.0461,0.0007,0.3648
0.6234,0.1474,0.0,0.2292
0.4943,0.0775,0.0,0.4282
0.6325,0.0284,0.0002,0.3389
0.6099,0.1938,0.0002,0.1961
0.5025,0.1486,0.0007,0.3482
