0,1,2,3
0.6134,0.2169,0.0002,0.1695
0.7051,0.1725,0.0013,0.1211
0.7472,0.1227,0.0001,0.13
0.7246,0.072,0.0,0.2034
0.6322,0.1857,0.0002,0.1819
0.5896,0.0676,0.0004,0.3424
0.5775,0.0272,0.0213,0.374
0.607,0.2237,0.0002,0.1691
0.6436,0.0825,0.0001,0.2738
0.618,0.0802,0.0909,0.2109
0.6038,0.1928,0.0,0.2034
0.6053,0.126,0.0002,0.2685
0.5416,0.1313,0.0001,0.327
0.6623,0.1751,0.0,0.1626
0.6047,0.0236,0.0,0.3717
0.633,0.1605,0.0003,0.2062
0.64,0.1403,0.0004,0.2193
0.5694,0.1208,0.0,0.3098
0.586,0.0693,0.0007,0.344
0.6886,0.0,0.0004,0.311
0.6397,0.1045,0.0002,0.2556
0.5911,0.0118,0.0605,0.3366
0.6524,0.0491,0.0001,0.2984
0.6755,0.0947,0.0,0.2298
0.6154,0.0228,0.0001,0.3617
0.6633,0.1453,0.0001,0.1913
0.5852,0.0891,0.0001,0.3256
0.639,0.069,0.0003,0.2917
0.6559,0.2152,0.0003,0.1286
0.5771,0.2138,0.0006,0.2085
0.6297,0.0805,0.0001,0.2897
0.5662,0.049,0.0004,0.3844
0.5066,0.1793,0.1049,0.2092
0.6727,0.0406,0.0005,0.2862
0.6395,0.1052,0.0,0.2553
0.58,0.1613,0.0001,0.2586
0.6792,0.0516,0.0007,0.2685
0.6496,0.0672,0.0005,0.2827
0.6255,0.1081,0.0003,0.2661
0.7104,0.1667,0.0,0.1229
0.5286,0.0004,0.0,0.471
0.6663,0.1945,0.0,0.1392
0.601,0.1797,0.0006,0.2187
0.6309,0.1256,0.0,0.2435
0.6337,0.0699,0.0001,0.2963
0.5663,0.0608,0.0,0.3729
0.5772,0.1194,0.0001,0.3033
0.6196,0.1776,0.0784,0.1244
0.6303,0.0678,0.0003,0.3016
0.5707,0.0422,0.0007,0.3864
0.5642,0.1553,0.003,0.2775
0.605,0.0382,0.0003,0.3565
0.7257,0.0571,0.0003,0.2169
0.4576,0.025,0.1186,0.3988
0.7226,0.1366,0.0002,0.1406
0.6579,0.1127,0.0,0.2294
0.6689,0.0333,0.0,0.2978
0.6703,0.0001,0.0004,0.3292
0.5705,0.0014,0.0002,0.4279
0.5753,0.0125,0.1303,0.2819
0.6321,0.0895,0.0006,0.2778
0.5494,0.0289,0.0,0.4217
0.598,0.0295,0.0003,0.3722
0.6735,0.0921,0.0005,0.2339
0.6049,0.1019,0.0002,0.293
0.6428,0.0425,0.0001,0.3146
0.6299,0.1673,0.0005,0.2023
0.5854,0.0235,0.0003,0.3908
0.5315,0.1272,0.1998,0.1415
0.6097,0.0127,0.0006,0.377
0.5883,0.1397,0.0,0.272
0.7244,0.084,0.0004,0.1912
0.5588,0.0967,0.0004,0.3441
0.4972,0.1758,0.1751,0.1519
0.6469,0.1942,0.0001,0.1588
0.6064,0.1907,0.001,0.2019
0.569,0.1468,0.0007,0.2835
0.6012,0.1308,0.0011,0.2669
0.5585,0.0169,0.001,0.4236
0.6714,0.1191,0.0005,0.209
0.681,0.0629,0.0001,0.256
0.6611,0.1227,0.0002,0.216
0.679,0.106,0.0001,0.2149
0.6399,0.0513,0.0008,0.308
0.5835,0.2062,0.0004,0.2099
0.6215,0.1894,0.0001,0.189
0.6653,0.1408,0.0009,0.193
0.656,0.1829,0.0002,0.1609
0.7805,0.0375,0.0007,0.1813
0.6415,0.0961,0.0004,0.262
0.6561,0.1605,0.0001,0.1833
0.5574,0.0867,0.0005,0.3554
0.564,0.0101,0.0,0.4259
0.6123,0.009,0.0007,0.378
0.5558,0.1208,0.0009,0.3225
0.5235,0.1382,0.0007,0.3376
0.4615,0.0811,0.0003,0.4571
0.6902,0.0443,0.0,0.2655
0.5658,0.075,0.0004,0.3588
0.6448,0.1345,0.0418,0.1789
