0,1,2,3
0.6628,0.0,0.0001,0.3371
0.6732,0.0,0.0,0.3268
0.6195,0.0,0.0,0.3805
0.7949,0.0,0.0,0.2051
0.7689,0.0,0.0006,0.2305
0.6345,0.0,0.0,0.3655
0.6458,0.0,0.0,0.3542
0.5472,0.0,0.0,0.4528
0.7298,0.0,0.0,0.2702
0.6326,0.0,0.0,0.3674
0.6255,0.0,0.0,0.3745
0.786,0.0,0.0,0.214
0.6023,0.0,0.0,0.3977
0.7329,0.0,0.0,0.2671
0.7605,0.0,0.0605,0.179
0.7082,0.0,0.0,0.2918
0.6602,0.0,0.0,0.3398
0.6345,0.0,0.0,0.3655
0.6648,0.0,0.0,0.3352
0.7401,0.0,0.0,0.2599
0.7111,0.0,0.0,0.2889
0.7169,0.0,0.0,0.2831
0.7751,0.0,0.0,0.2249
0.7452,0.0,0.0,0.2548
0.6732,0.0,0.0,0.3268
0.7017,0.0,0.0,0.2983
0.6005,0.0,0.1711,0.2284
0.5949,0.0,0.1131,0.292
0.5929,0.0,0.0,0.4071
0.6754,0.0,0.0,0.3246
0.623,0.0,0.0,0.377
0.7386,0.0,0.0,0.2614
0.8407,0.0,0.0,0.1593
0.6868,0.0,0.0,0.3132
0.757,0.0,0.0,0.243
0.6677,0.0,0.0,0.3323
0.742,0.0,0.0,0.258
0.6671,0.0,0.0,0.3329
0.6777,0.0,0.0,0.3223
0.7348,0.0,0.0,0.2652
0.7274,0.0,0.0,0.2726
0.7396,0.0,0.0,0.2604
0.604,0.0,0.1802,0.2158
0.5721,0.0,0.031,0.3969
0.6269,0.0,0.0,0.3731
0.6417,0.0,0.0,0.3583
0.7351,0.0,0.0,0.2649
0.7269,0.0,0.0,0.2731
0.5724,0.0,0.0,0.4276
0.6802,0.0,0.0,0.3198
0.5864,0.0,0.0296,0.384
0.6776,0.0,0.0,0.3224
0.6467,0.0,0.0,0.3533
0.6716,0.0,0.0,0.3284
0.6796,0.0,0.0,0.3204
0.5736,0.0,0.0,0.4264
0.6156,0.0,0.0,0.3844
0.726,0.0,0.0,0.274
0.6868,0.0,0.0,0.3132
0.7216,0.0,0.0,0.2784
0.8672,0.0,0.0,0.1328
0.609,0.0,0.1807,0.2103
0.6944,0.0,0.0,0.3056
0.6291,0.0,0.0,0.3709
0.7332,0.0,0.0,0.2668
0.6495,0.0,0.0595,0.291
0.7342,0.0,0.0,0.2658
0.5822,0.0,0.0,0.4178
0.696,0.0001,0.0,0.3039
0.7244,0.0,0.0,0.2756
0.6769,0.0,0.0,0.3231
0.7067,0.0,0.0,0.2933
0.8088,0.0,0.0,0.1912
0.7317,0.0,0.0,0.2683
0.7515,0.0,0.0,0.2485
0.8409,0.0,0.0,0.1591
0.8012,0.0,0.0,0.1988
0.8198,0.0,0.0,0.1802
0.6305,0.0,0.0,0.3695
0.798,0.0,0.0322,0.1698
0.7043,0.0,0.0,0.2957
0.5653,0.0,0.0,0.4347
0.6113,0.0,0.0,0.3887
0.8173,0.0,0.0,0.1827
0.6849,0.0,0.0,0.3151
0.7855,0.0,0.0,0.2145
0.6226,0.0,0.0,0.3774
0.6038,0.0,0.0,0.3962
0.77,0.0,0.0,0.23
0.7407,0.0,0.0,0.2593
0.6737,0.0,0.0,0.3263
0.647,0.0,0.0,0.353
0.6566,0.0,0.0,0.3434
0.798,0.0,0.0,0.202
0.559,0.0,0.0,0.441
0.6372,0.0,0.0,0.3628
0.654,0.0,0.0,0.346
0.5911,0.0,0.0,0.4089
0.6927,0.0,0.0,0.3073
0.8401,0.0,0.0,0.1599
