0,1,2,3
0.54,0.42,0.04,0.0
0.48,0.41,0.11,0.0
0.62,0.38,-0.0,0.0
0.59,0.26,0.15,0.0
0.6,0.38,0.02,0.0
0.56,0.16,0.13,0.15
0.55,0.33,0.12,0.0
0.67,0.3,0.03,0.0
0.62,0.28,0.1,0.0
0.58,0.34,0.08,0.0
0.49,0.38,0.02,0.11
0.63,0.34,0.03,0.0
0.58,0.12,0.19,0.11
0.74,0.12,0.14,0.0
0.59,0.26,0.15,0.0
0.59,0.33,0.08,0.0
0.59,0.23,0.18,0.0
0.55,0.32,0.13,0.0
0.59,0.24,0.17,0.0
0.68,0.3,0.02,0.0
0.71,0.18,0.11,0.0
0.64,0.3,0.06,0.0
0.57,0.36,0.07,0.0
0.55,0.35,0.1,0.0
0.53,0.4,0.07,0.0
0.61,0.33,0.06,0.0
0.52,0.31,0.17,0.0
0.6,0.35,0.05,0.0
0.52,0.46,0.02,0.0
0.6,0.35,0.05,0.0
0.58,0.36,0.06,0.0
0.53,0.42,0.05,0.0
0.4,0.4,0.08,0.12
0.6,0.27,0.13,0.0
0.56,0.26,0.18,0.0
0.55,0.41,0.04,0.0
0.58,0.37,0.05,0.0
0.63,0.19,0.18,0.0
0.65,0.15,0.18,0.02
0.63,0.18,0.19,0.0
0.56,0.28,0.16,0.0
0.56,0.27,0.17,0.0
0.58,0.29,0.01,0.12
0.55,0.25,0.2,0.0
0.59,0.15,0.09,0.17
0.53,0.4,0.07,0.0
0.61,0.32,0.07,0.0
0.68,0.3,0.02,0.0
0.55,0.26,0.19,0.0
0.65,0.31,0.04,0.0
0.61,0.22,0.17,0.0
0.55,0.42,0.03,0.0
0.58,0.26,0.16,0.0
0.63,0.33,0.04,0.0
0.63,0.28,0.09,0.0
0.52,0.39,0.09,0.0
0.57,0.37,0.06,0.0
0.67,0.22,0.11,0.0
0.56,0.26,0.18,0.0
0.55,0.24,0.19,0.02
0.62,0.21,0.17,0.0
0.59,0.27,0.14,0.0
0.56,0.28,0.16,0.0
0.51,0.47,0.02,0.0
0.68,0.31,0.01,0.0
0.62,0.29,0.09,0.0
0.51,0.45,0.04,0.0
0.58,0.32,0.1,0.0
0.67,0.12,0.21,0.0
0.54,0.35,0.11,0.0
0.51,0.38,0.11,0.0
0.69,0.17,0.14,0.0
0.61,0.36,0.03,0.0
0.6,0.23,0.17,0.0
0.61,0.37,0.02,0.0
0.57,0.14,0.18,0.11
0.58,0.42,-0.0,0.0
0.5,0.49,0.01,0.0
0.64,0.18,0.18,0.0
0.6,0.32,0.08,0.0
0.6,0.26,0.14,0.0
0.61,0.29,0.1,0.0
0.51,0.47,0.02,0.0
0.61,0.36,0.03,0.0
0.68,0.27,0.05,0.0
0.61,0.37,0.02,0.0
0.61,0.37,0.02,0.0
0.61,0.26,0.13,0.0
0.69,0.28,0.03,0.0
0.53,0.34,0.13,0.0
0.57,0.24,0.19,0.0
0.52,0.46,0.02,0.0
0.65,0.28,0.07,0.0
0.62,0.18,0.2,0.0
0.63,0.37,0.0,0.0
0.63,0.35,0.02,0.0
0.63,0.25,0.12,0.0
0.61,0.31,0.08,0.0
0.65,0.35,-0.0,0.0
0.48,0.42,0.1,0.0
