0,1,2,3
0.3668,0.354,0.0021,0.2771
0.3401,0.2225,0.0015,0.4359
0.4078,0.4366,0.0009,0.1547
0.3042,0.062,0.0,0.6338
0.2601,0.1008,0.0007,0.6384
0.2712,0.5247,0.0004,0.2037
0.5042,0.4022,0.0011,0.0925
0.3491,0.425,0.0028,0.2231
0.4677,0.494,0.0027,0.0356
0.31,0.3038,0.0,0.3862
0.3236,0.252,0.0004,0.424
0.4236,0.3874,0.0019,0.1871
0.4645,0.3482,0.0011,0.1862
0.3648,0.3968,0.0074,0.231
0.1663,0.4408,0.0018,0.3911
0.3478,0.2405,0.0001,0.4116
0.3415,0.2181,0.0002,0.4402
0.1567,0.5137,0.0,0.3296
0.1987,0.2981,0.0004,0.5028
0.2048,0.2704,0.0016,0.5232
0.2595,0.4487,0.001,0.2908
0.48,0.4768,0.0034,0.0398
0.2937,0.2054,0.0011,0.4998
0.1688,0.0975,0.3197,0.414
0.3537,0.4547,0.0026,0.189
0.2628,0.3259,0.1227,0.2886
0.2329,0.3303,0.0007,0.4361
0.4231,0.4553,0.0033,0.1183
0.4376,0.1533,0.0024,0.4067
0.2399,0.3682,0.001,0.3909
0.2616,0.3438,0.0012,0.3934
0.0,0.0838,0.3893,0.5269
0.4234,0.3192,0.0007,0.2567
0.4453,0.4612,0.0016,0.0919
0.4993,0.3557,0.0013,0.1437
0.3008,0.1317,0.0009,0.5666
0.3882,0.5741,0.0013,0.0364
0.2966,0.3983,0.0,0.3051
0.317,0.6182,0.0,0.0648
0.5577,0.2569,0.0034,0.182
0.3313,0.4734,0.0013,0.194
0.3783,0.1594,0.0014,0.4609
0.1898,0.1812,0.0011,0.6279
0.2633,0.2667,0.0004,0.4696
0.3193,0.2435,0.2146,0.2226
0.4395,0.4435,0.0019,0.1151
0.4353,0.4098,0.0078,0.1471
0.3254,0.2375,0.0002,0.4369
0.2805,0.2433,0.0001,0.4761
0.3797,0.107,0.002,0.5113
0.3783,0.5092,0.0022,0.1103
0.3575,0.1819,0.003,0.4576
0.4283,0.4391,0.0018,0.1308
0.239,0.4231,0.0014,0.3365
0.3413,0.6003,0.0014,0.057
0.2872,0.2328,0.0028,0.4772
0.3987,0.3652,0.003,0.2331
0.2118,0.5198,0.0004,0.268
0.3716,0.3638,0.0001,0.2645
0.421,0.1883,0.0013,0.3894
0.2931,0.2952,0.002,0.4097
0.1803,0.3117,0.0006,0.5074
0.2118,0.4571,0.001,0.3301
0.2765,0.4511,0.0012,0.2712
0.4066,0.0051,0.0057,0.5826
0.3311,0.1781,0.0001,0.4907
0.4432,0.2223,0.0004,0.3341
0.5331,0.2255,0.0012,0.2402
0.4032,0.3397,0.0009,0.2562
0.2922,0.574,0.0008,0.133
0.1044,0.1172,0.4438,0.3346
0.5295,0.4196,0.0004,0.0505
0.1702,0.281,0.0001,0.5487
0.0041,0.1091,0.5761,0.3107
0.4086,0.4404,0.0018,0.1492
0.1717,0.1671,0.0016,0.6596
0.0204,0.0163,0.7858,0.1775
0.3742,0.5243,0.0002,0.1013
0.2577,0.1206,0.0003,0.6214
0.2751,0.4595,0.0001,0.2653
0.3576,0.4072,0.0001,0.2351
0.3852,0.1484,0.0004,0.466
0.2501,0.1087,0.2751,0.3661
0.1538,0.2579,0.1547,0.4336
0.3516,0.5892,0.0002,0.059
0.4559,0.2919,0.0009,0.2513
0.3349,0.1467,0.0036,0.5148
0.2708,0.3317,0.0005,0.397
0.3103,0.3097,0.2401,0.1399
0.2579,0.1774,0.002,0.5627
0.1889,0.2166,0.0007,0.5938
0.3542,0.3458,0.0,0.3
0.1861,0.2196,0.0071,0.5872
0.3393,0.2143,0.0012,0.4452
0.3698,0.4094,0.0007,0.2201
0.216,0.3267,0.0008,0.4565
0.3272,0.5812,0.0001,0.0915
0.2615,0.6345,0.0048,0.0992
0.4528,0.5209,0.0003,0.026
0.3112,0.3459,0.0003,0.3426
