0,1,2,3
0.6499,0.0644,0.1277,0.158
0.4993,0.3424,0.113,0.0453
0.4869,0.3358,0.0636,0.1137
0.6763,0.028,0.0483,0.2474
0.5738,0.0668,0.1416,0.2178
0.6095,0.0227,0.0372,0.3306
0.731,0.0686,0.1407,0.0597
0.5029,0.0311,0.0248,0.4412
0.5874,0.0171,0.0556,0.3399
0.5898,0.0942,0.1744,0.1416
0.5518,0.061,0.1124,0.2748
0.5333,0.0344,0.0454,0.3869
0.4282,0.3359,0.0084,0.2275
0.7068,0.0498,0.0949,0.1485
0.5656,0.0209,0.0177,0.3958
0.5726,0.0693,0.1951,0.163
0.5555,0.0713,0.1497,0.2235
0.6153,0.0179,0.0189,0.3479
0.6273,0.0849,0.1894,0.0984
0.5834,0.0541,0.1026,0.2599
0.6528,0.0441,0.068,0.2351
0.6737,0.0212,0.0548,0.2503
0.6553,0.0092,0.0049,0.3306
0.5895,0.0237,0.0809,0.3059
0.6155,0.1246,0.1431,0.1168
0.6416,0.0443,0.1377,0.1764
0.6807,0.1122,0.1625,0.0446
0.6829,0.0783,0.1531,0.0857
0.5051,0.1005,0.1814,0.213
0.5405,0.077,0.1304,0.2521
0.5598,0.0341,0.0399,0.3662
0.5789,0.0568,0.1438,0.2205
0.606,0.0311,0.1117,0.2512
0.6057,0.0787,0.1505,0.1651
0.5484,0.3242,0.0467,0.0807
0.5555,0.0674,0.1086,0.2685
0.6156,0.0447,0.1234,0.2163
0.6037,0.1079,0.1702,0.1182
0.5471,0.0663,0.1138,0.2728
0.4726,0.0393,0.0607,0.4274
0.6424,0.0297,0.0699,0.258
0.5251,0.0528,0.1361,0.286
0.5605,0.0503,0.0739,0.3153
0.5802,0.0303,0.0682,0.3213
0.6882,0.0592,0.1396,0.113
0.5901,0.0426,0.1368,0.2305
0.6809,0.1101,0.1684,0.0406
0.5416,0.0818,0.1175,0.2591
0.6382,0.0372,0.1172,0.2074
0.5213,0.2078,0.0007,0.2702
0.7189,0.0791,0.1661,0.0359
0.6508,0.0174,0.0209,0.3109
0.4359,0.3358,0.0382,0.1901
0.6717,0.0408,0.1388,0.1487
0.636,0.019,0.0181,0.3269
0.5439,0.0405,0.0638,0.3518
0.6773,0.0762,0.0882,0.1583
0.5361,0.0538,0.1558,0.2543
0.6117,0.0421,0.0111,0.3351
0.569,0.071,0.1867,0.1733
0.6695,0.0239,0.0353,0.2713
0.7459,0.021,0.067,0.1661
0.4437,0.366,0.0504,0.1399
0.5087,0.4344,0.0569,0.0
0.6314,0.0288,0.0949,0.2449
0.5249,0.0371,0.0688,0.3692
0.5228,0.0642,0.0739,0.3391
0.6098,0.0132,0.0121,0.3649
0.7116,0.0392,0.0767,0.1725
0.71,0.0768,0.1584,0.0548
0.7044,0.074,0.148,0.0736
0.6455,0.1152,0.1685,0.0708
0.4619,0.345,0.0001,0.193
0.6148,0.0446,0.1222,0.2184
0.652,0.0262,0.0694,0.2524
0.5195,0.0799,0.1879,0.2127
0.5646,0.0432,0.0629,0.3293
0.5831,0.0308,0.0975,0.2886
0.6239,0.071,0.169,0.1361
0.6907,0.0666,0.1274,0.1153
0.5823,0.0838,0.1904,0.1435
0.6216,0.0063,0.0005,0.3716
0.6683,0.0626,0.15,0.1191
0.5665,0.0148,0.0435,0.3752
0.6812,0.0633,0.089,0.1665
0.5057,0.2255,0.1051,0.1637
0.6167,0.0386,0.0937,0.251
0.6627,0.1035,0.204,0.0298
0.5722,0.0108,0.0002,0.4168
0.6986,0.0215,0.0211,0.2588
0.5354,0.0392,0.0088,0.4166
0.548,0.021,0.0318,0.3992
0.6525,0.022,0.0494,0.2761
0.516,0.0368,0.039,0.4082
0.5667,0.0772,0.1021,0.254
0.562,0.0894,0.1868,0.1618
0.7078,0.1042,0.1867,0.0013
0.5377,0.0437,0.0792,0.3394
0.609,0.0091,0.0001,0.3818
0.5387,0.0224,0.0239,0.415
