0,1,2,3
0.4589,0.0,0.3838,0.1573
0.0279,0.2867,0.5,0.1854
0.125,0.3131,0.3378,0.2241
0.6677,0.0002,0.1765,0.1556
0.2865,0.0001,0.418,0.2954
0.6057,0.0014,0.1282,0.2647
0.5622,0.003,0.4186,0.0162
0.505,0.0002,0.0825,0.4123
0.5558,0.001,0.1495,0.2937
0.1682,0.0019,0.5844,0.2455
0.3411,0.0007,0.3446,0.3136
0.503,0.0002,0.1461,0.3507
0.1449,0.3324,0.193,0.3297
0.5762,0.0003,0.329,0.0945
0.616,0.001,0.0573,0.3257
0.1373,0.0001,0.5901,0.2725
0.224,0.0002,0.4597,0.3161
0.6854,0.0001,0.0613,0.2532
0.2378,0.0,0.583,0.1792
0.391,0.0002,0.3375,0.2713
0.5857,0.0004,0.2266,0.1873
0.6398,0.0,0.1878,0.1724
0.7471,0.0017,0.0425,0.2087
0.4223,0.0007,0.2793,0.2977
0.2364,0.0005,0.5781,0.185
0.4581,0.0009,0.3514,0.1896
0.4428,0.0011,0.4974,0.0587
0.4541,0.001,0.4622,0.0827
0.0589,0.0033,0.5738,0.364
0.2301,0.0022,0.4417,0.326
0.5089,0.0006,0.1632,0.3273
0.2881,0.0003,0.4234,0.2882
0.4238,0.0004,0.321,0.2548
0.294,0.0003,0.4818,0.2239
0.2678,0.3064,0.3088,0.117
0.342,0.0005,0.341,0.3165
0.4588,0.0026,0.3388,0.1998
0.2883,0.0,0.5169,0.1948
0.2917,0.0019,0.3865,0.3199
0.3119,0.0007,0.2027,0.4847
0.5967,0.0002,0.1834,0.2197
0.2125,0.0027,0.4178,0.367
0.4546,0.0004,0.2334,0.3116
0.4492,0.0004,0.2431,0.3073
0.4523,0.0037,0.428,0.116
0.3429,0.0001,0.3813,0.2757
0.424,0.0011,0.5087,0.0662
0.2836,0.0024,0.3881,0.3259
0.4118,0.0012,0.3696,0.2174
0.4778,0.174,0.0856,0.2626
0.4698,0.0017,0.4815,0.047
0.7282,0.0001,0.0571,0.2146
0.0785,0.3139,0.3054,0.3022
0.4325,0.001,0.408,0.1585
0.7163,0.0025,0.0622,0.219
0.4392,0.0006,0.2204,0.3398
0.6231,0.0005,0.2624,0.114
0.1976,0.0,0.4703,0.3321
0.6841,0.0009,0.0636,0.2514
0.1454,0.0001,0.557,0.2975
0.7223,0.0001,0.1214,0.1562
0.7585,0.0008,0.2031,0.0376
0.0538,0.3536,0.3278,0.2648
0.0007,0.4846,0.4587,0.056
0.5061,0.0005,0.2592,0.2342
0.368,0.0022,0.2389,0.3909
0.3931,0.0022,0.2501,0.3546
0.6856,0.0024,0.0334,0.2786
0.6628,0.0003,0.2305,0.1064
0.4589,0.0018,0.4698,0.0695
0.503,0.0017,0.4382,0.0571
0.3151,0.0005,0.5312,0.1532
0.2367,0.4454,0.0702,0.2477
0.3925,0.0008,0.3842,0.2225
0.5978,0.0046,0.2101,0.1875
0.1068,0.0003,0.5331,0.3598
0.4775,0.0006,0.2079,0.314
0.3686,0.0046,0.332,0.2948
0.2795,0.0008,0.5187,0.201
0.4792,0.0006,0.417,0.1032
0.1638,0.0008,0.5813,0.2541
0.7373,0.0,0.0009,0.2618
0.3686,0.0008,0.4619,0.1687
0.536,0.0019,0.1235,0.3386
0.5615,0.0003,0.3049,0.1333
0.181,0.1399,0.4124,0.2667
0.471,0.0016,0.2919,0.2355
0.2401,0.0,0.6434,0.1165
0.6647,0.0061,0.0005,0.3287
0.8087,0.0027,0.069,0.1196
0.5833,0.0014,0.0478,0.3675
0.518,0.0007,0.1118,0.3695
0.6145,0.001,0.1815,0.203
0.4355,0.0013,0.1561,0.4071
0.3441,0.0017,0.3564,0.2978
0.171,0.001,0.5554,0.2726
0.3977,0.0002,0.553,0.0491
0.4671,0.0006,0.2169,0.3154
0.7276,0.0004,0.0013,0.2707
0.5455,0.0009,0.0837,0.3699
