0,1,2,3
0.4949,0.4181,0.0009,0.0861
0.5268,0.3341,0.001,0.1381
0.6386,0.3182,0.0003,0.0429
0.5032,0.343,0.0005,0.1533
0.6303,0.298,0.0001,0.0716
0.5638,0.2776,0.0011,0.1575
0.4429,0.3622,0.0006,0.1943
0.5952,0.2909,0.0014,0.1125
0.5898,0.1585,0.1967,0.055
0.4626,0.3332,0.0009,0.2033
0.5442,0.4321,0.0005,0.0232
0.3141,0.5569,0.001,0.128
0.398,0.208,0.2611,0.1329
0.7882,0.174,0.0,0.0378
0.503,0.39,0.0,0.107
0.5743,0.4104,0.0005,0.0148
0.3892,0.437,0.0001,0.1737
0.5417,0.3705,0.0009,0.0869
0.2918,0.531,0.0017,0.1755
0.6746,0.2724,0.0003,0.0527
0.5913,0.3951,0.0015,0.0121
0.2558,0.5522,0.0005,0.1915
0.541,0.3486,0.0002,0.1102
0.693,0.3056,0.0013,0.0001
0.412,0.4627,0.0003,0.125
0.0694,0.7393,0.0004,0.1909
0.7202,0.2762,0.0034,0.0002
0.5753,0.3107,0.0004,0.1136
0.6611,0.2248,0.0,0.1141
0.7347,0.2646,0.0007,0.0
0.4339,0.4342,0.0008,0.1311
0.6031,0.3159,0.0029,0.0781
0.594,0.2697,0.0002,0.1361
0.7824,0.1672,0.0013,0.0491
0.6882,0.2657,0.0011,0.045
0.6323,0.2433,0.0002,0.1242
0.2826,0.5944,0.0006,0.1224
0.467,0.0908,0.3091,0.1331
0.4834,0.4022,0.0,0.1144
0.6781,0.2544,0.0,0.0675
0.4789,0.362,0.0009,0.1582
0.6656,0.2915,0.0001,0.0428
0.5286,0.3186,0.0005,0.1523
0.3456,0.4767,0.0003,0.1774
0.7845,0.2139,0.0013,0.0003
0.3322,0.1496,0.3356,0.1826
0.6845,0.0125,0.295,0.008
0.6315,0.3486,0.0009,0.019
0.5292,0.2606,0.0034,0.2068
0.5563,0.2521,0.0002,0.1914
0.7172,0.1477,0.0,0.1351
0.5081,0.3555,0.0007,0.1357
0.3431,0.5251,0.0005,0.1313
0.4034,0.4287,0.0003,0.1676
0.5212,0.3776,0.0002,0.101
0.3501,0.4798,0.0001,0.17
0.44,0.4678,0.0039,0.0883
0.7633,0.2203,0.0001,0.0163
0.634,0.3635,0.0025,0.0
0.4364,0.3753,0.0,0.1883
0.6594,0.2686,0.0013,0.0707
0.5705,0.2986,0.0011,0.1298
0.5057,0.4261,0.0002,0.068
0.5721,0.268,0.0003,0.1596
0.4627,0.4499,0.0012,0.0862
0.7007,0.2987,0.0001,0.0005
0.3432,0.2054,0.3529,0.0985
0.6529,0.2077,0.0022,0.1372
0.5452,0.3747,0.0009,0.0792
0.8433,0.1237,0.0002,0.0328
0.6678,0.2531,0.0029,0.0762
0.6532,0.1976,0.0008,0.1484
0.6801,0.2562,0.001,0.0627
0.4741,0.3709,0.0,0.155
0.4115,0.5012,0.0003,0.087
0.8458,0.1429,0.0011,0.0102
0.4416,0.3523,0.0003,0.2058
0.415,0.2898,0.1292,0.166
0.6556,0.2757,0.0004,0.0683
0.085,0.4817,0.2411,0.1922
0.5953,0.045,0.2925,0.0672
0.5359,0.3398,0.0001,0.1242
0.6601,0.3077,0.0012,0.031
0.5141,0.2907,0.0006,0.1946
0.4701,0.3667,0.0,0.1632
0.5845,0.3443,0.0012,0.07
0.5945,0.3066,0.0002,0.0987
0.6592,0.3274,0.0008,0.0126
0.5919,0.2496,0.0004,0.1581
0.4182,0.4727,0.0005,0.1086
0.2508,0.579,0.0001,0.1701
0.3092,0.5009,0.0005,0.1894
0.488,0.3096,0.0,0.2024
0.5225,0.3512,0.0003,0.126
0.3249,0.3159,0.1531,0.2061
0.4839,0.322,0.0007,0.1934
0.4324,0.4002,0.0003,0.1671
0.4538,0.4464,0.001,0.0988
0.5979,0.3068,0.0007,0.0946
0.4407,0.4146,0.0006,0.1441
