Sample_id,lineage1,prop1,lineage2,prop2,lineage3,prop3
ERR221620,LIN-1,0.192,LIN-1,0.808
ERR221621,LIN-1,0.889,LIN-1,0.111
ERR221622,LIN-4,0.528,LIN-1,0.472
ERR221623,LIN-1,0.774,LIN-1,0.226
ERR221624,LIN-1,1.0
ERR221625,LIN-1,0.909,LIN-1,0.091
ERR221626,LIN-1,1.0
ERR221627,LIN-1,0.423,LIN-1,0.577
ERR221628,LIN-2,0.463,LIN-2,0.537
ERR221629,LIN-2,1.0
ERR221630,LIN-2,0.753,LIN-2,0.247
ERR221631,LIN-2,0.839,LIN-2,0.161
ERR221632,LIN-2,0.885,LIN-4,0.115
ERR221633,LIN-2,1.0
ERR221634,LIN-2,0.228,LIN-2,0.772
ERR221635,LIN-2,0.151,LIN-4,0.147,LIN-2,0.702
ERR221636,LIN-3,0.123,LIN-4,0.877
ERR221637,LIN-3,1.0
ERR221638,LIN-4,0.93,LIN-3,0.07
ERR221639,LIN-4,1.0
ERR221640,LIN-3,1.0
ERR221641,LIN-3,0.684,LIN-4,0.316
ERR221642,LIN-3,1.0
ERR221643,LIN-3,0.327,LIN-4,0.673
ERR221644,LIN-4,0.375,LIN-4,0.625
ERR221645,LIN-4,0.549,LIN-4,0.451
ERR221646,LIN-4,0.537,LIN-4,0.463
ERR221647,LIN-4,0.798,LIN-4,0.202
ERR221648,LIN-4,1.0
ERR221649,LIN-4,1.0
ERR221650,LIN-4,1.0
ERR221651,LIN-4,0.506,LIN-4,0.494
ERR221652,LIN-2,0.882,LIN-4,0.118
ERR221653,LIN-4,0.927,LIN-2,0.073
ERR221654,LIN-2,0.126,LIN-4,0.874
ERR221655,LIN-2,1.0
ERR221656,LIN-2,0.706,LIN-4,0.294
ERR221657,LIN-4,1.0
ERR221658,LIN-2,1.0
ERR221659,LIN-2,0.326,LIN-4,0.674
ERR221660,LIN-4,0.388,LIN-3,0.084,LIN-1,0.528
ERR221661,LIN-3,0.589,LIN-3,0.411
ERR221662,LIN-3,0.39,LIN-1,0.364,LIN-3,0.245
ERR221663,LIN-4,0.391,LIN-3,0.226,LIN-1,0.383
ERR221664,LIN-3,0.599,LIN-3,0.401
ERR221665,LIN-3,0.548,LIN-1,0.147,LIN-3,0.305
ERR221666,LIN-1,0.914,LIN-3,0.086
ERR221667,LIN-4,0.529,LIN-1,0.471
