0.31,0.69
0.29,0.71
0.29,0.71
0.31,0.69
0.69,0.31
0.69,0.31
0.69,0.31
0.71,0.29
0.29,0.71
0.29,0.71
0.29,0.71
0.28,0.72
0.28,0.72
0.31,0.69
0.31,0.69
0.29,0.71
0.71,0.29
0.31,0.69
0.28,0.72
0.7,0.3
0.7,0.3
0.71,0.29
0.69,0.31
0.71,0.29
0.7,0.3
0.31,0.69
0.7,0.3
0.31,0.69
0.69,0.31
0.31,0.69
0.72,0.28
0.7,0.3
0.31,0.69
0.31,0.69
0.69,0.31
0.28,0.72
0.31,0.69
0.71,0.29
0.69,0.31
0.3,0.7
0.71,0.29
0.3,0.7
0.68,0.32
0.31,0.69
0.69,0.31
0.28,0.72
0.3,0.7
0.71,0.29
0.31,0.69
0.29,0.71
0.69,0.31
0.3,0.7
0.7,0.3
0.7,0.3
0.3,0.7
0.29,0.71
0.71,0.29
0.31,0.69
0.68,0.32
0.29,0.71
0.3,0.7
0.71,0.29
0.28,0.72
0.31,0.69
0.69,0.31
0.28,0.72
0.71,0.29
0.72,0.28
0.71,0.29
0.3,0.7
0.71,0.29
0.29,0.71
0.7,0.3
0.3,0.7
0.32,0.68
0.69,0.31
0.69,0.31
0.7,0.3
0.69,0.31
0.7,0.3
0.28,0.72
0.29,0.71
0.31,0.69
0.29,0.71
0.28,0.72
0.31,0.69
0.7,0.3
0.3,0.7
0.72,0.28
0.69,0.31
0.31,0.69
0.71,0.29
0.69,0.31
0.3,0.7
0.31,0.69
0.67,0.33
0.69,0.31
0.29,0.71
0.67,0.33
0.7,0.3
0.68,0.32
0.69,0.31
0.7,0.3
0.32,0.68
0.28,0.72
0.28,0.72
0.32,0.68
0.71,0.29
0.69,0.31
0.3,0.7
0.29,0.71
0.7,0.3
0.31,0.69
0.29,0.71
0.71,0.29
0.69,0.31
0.69,0.31
0.3,0.7
0.3,0.7
0.28,0.72
0.71,0.29
0.69,0.31
0.69,0.31
0.29,0.71
0.27,0.73
0.72,0.28
0.3,0.7
0.29,0.71
0.69,0.31
0.29,0.71
0.3,0.7
0.29,0.71
0.72,0.28
0.72,0.28
0.3,0.7
0.28,0.72
0.69,0.31
0.3,0.7
0.29,0.71
0.7,0.3
0.29,0.71
0.72,0.28
0.69,0.31
0.72,0.28
0.72,0.28
0.69,0.31
0.71,0.29
0.71,0.29
0.71,0.29
0.28,0.72
0.68,0.32
0.71,0.29
0.29,0.71
0.72,0.28
0.29,0.71
0.69,0.31
0.7,0.3
0.69,0.31
0.73,0.27
0.31,0.69
0.3,0.7
0.31,0.69
0.69,0.31
0.72,0.28
0.31,0.69
0.68,0.32
0.68,0.32
0.29,0.71
0.72,0.28
0.71,0.29
0.29,0.71
0.29,0.71
0.71,0.29
0.69,0.31
0.29,0.71
0.29,0.71
0.7,0.3
0.71,0.29
0.68,0.32
0.3,0.7
0.31,0.69
0.72,0.28
0.31,0.69
0.72,0.28
0.3,0.7
0.31,0.69
0.29,0.71
0.68,0.32
0.69,0.31
0.69,0.31
0.29,0.71
0.28,0.72
0.31,0.69
0.72,0.28
0.69,0.31
0.72,0.28
0.31,0.69
0.29,0.71
0.32,0.68
0.72,0.28
