art_100,lineage1.1.1.1,0.891,lineage4.5,0.109
art_101,lineage1.1.1.1,0.905,lineage4.9.1,0.095
art_102,lineage6,1.0
art_103,lineage4.2,0.896,lineage4.3.2.1,0.104
art_104,lineage4.6.2.1,1.0
art_105,lineage2.2,0.902,lineage2,0.098
art_106,lineage4.2.1.1,1.0
art_107,lineageoryg,0.904,lineage4.3.3,0.096
art_108,lineage4.8.3,1.0
art_109,lineage6,1.0
art_10,lineage4.2,1.0
art_110,lineage4.6.3,1.0
art_111,lineage4.4.1,0.905,lineage4.1.1.3,0.095
art_112,lineage1.2.1,1.0
art_113,lineage4.2.2.2,0.906,lineage4.1.1.3.1,0.094
sample
art_115,lineage4.1.2.1,0.895,lineage1.1.2,0.105
art_116,lineage4.6.4,1.0
art_117,lineage1.1,0.898,lineage4.1,0.102
art_118,lineage4.1.1.2,1.0
art_119,lineage4.3.4.2,0.898,lineage4.2,0.102
art_11,lineage4.3,0.904,lineage4.8.3,0.096
art_120,lineage4.6.1.1,1.0
art_121,lineage1.1.1.1,0.897,lineage4.6.2.2,0.103
art_122,lineage1.1.3.3,0.9,lineage4.3.3,0.1
art_123,lineage4.6.2.1,0.9,lineage7,0.1
art_124,lineage4.1,0.898,lineage4.4.1.1.1,0.102
art_125,lineage4.1.4,1.0
art_126,lineage4.5,0.896,lineage9,0.104
sample
art_128,lineageoryg,0.9,lineage1.1.3.3,0.1
art_129,lineage4.8.3,0.906,lineage4.6.1.2,0.094
art_12,lineage4.2.2.2,1.0
art_130,lineage4.2.2.1,0.896,lineage3.1.2.2,0.104
art_131,lineage1.1.3.2,0.897,lineage1,0.103
art_132,lineage3.1.2.2,0.902,lineage2.2.2,0.098
art_133,lineage4.1.1.3.1,0.889,lineage4.1.1,0.111
art_134,lineage1.1,0.9,lineage4.1.1.1,0.1
art_135,lineage4.1.1.2,1.0
art_136,lineage4.2.2.1,1.0
art_137,lineage4.4.1,0.895,lineage2,0.105
art_138,lineage4.6.4,0.903,lineage4.2.2.1,0.097
art_139,lineage4.3.2.1,1.0
art_13,lineage2,1.0
art_140,lineage4.6.3,0.897,lineage4.2.2.2,0.103
art_141,lineage4.6.1,0.906,lineage4.2.2.2,0.094
art_142,lineage4.8.3,0.905,lineage4.3,0.095
art_143,lineage6,0.892,lineage4.1.2.1.1,0.108
art_144,lineage4.1.1,1.0
art_145,lineage4.4.1.1.1,0.898,lineage4.1.3,0.102
