0,1,2
0.7821333333333333,0.0,0.21786666666666665
0.8362666666666667,0.0,0.16373333333333334
0.7974666666666667,0.0,0.20253333333333334
0.8913333333333333,0.0,0.10866666666666666
0.8744,0.0,0.1256
0.7952,0.0,0.2048
0.9108,0.0,0.0892
0.8497333333333333,0.0,0.15026666666666666
0.8758666666666667,0.0,0.12413333333333333
0.8557333333333333,0.0,0.14426666666666665
0.7486666666666667,0.0,0.25133333333333335
0.8065333333333333,0.0,0.19346666666666668
0.878,0.0,0.122
0.9713333333333334,0.0,0.028666666666666667
0.8317333333333333,0.0,0.16826666666666668
0.8376,0.0,0.1624
0.7722666666666667,0.0,0.22773333333333334
0.9616,0.0,0.0384
0.8010666666666667,0.0,0.19893333333333332
0.8796,0.0,0.1204
0.8956,0.0,0.1044
0.9692,0.0,0.0308
0.8773333333333333,0.0,0.12266666666666666
0.794,0.0,0.206
0.8584,0.00013333333333333334,0.14146666666666666
0.9749333333333333,0.0,0.025066666666666668
0.9472,0.0,0.0528
0.8370666666666666,0.0,0.16293333333333335
0.9042666666666667,0.0,0.09573333333333334
0.8810666666666667,0.0,0.11893333333333334
0.8138666666666666,0.0,0.18613333333333335
0.9308,0.0,0.0692
1.0,0.0,0.0
0.8816,0.0,0.1184
0.7837333333333333,0.0,0.21626666666666666
0.9114666666666666,0.0,0.08853333333333334
0.8252,0.0,0.1748
0.7476,0.0,0.2524
0.8578666666666667,0.0,0.14213333333333333
0.9668,0.0,0.0332
1.0,0.0,0.0
0.8382666666666667,0.0,0.16173333333333334
0.9138666666666667,0.0,0.08613333333333334
0.7564,0.00013333333333333334,0.24346666666666666
0.8637333333333334,0.0,0.13626666666666667
0.7592,0.0,0.2408
0.7848,0.0,0.2152
0.958,0.0,0.042
0.7208,0.0,0.2792
0.8928,0.0,0.1072
0.9014666666666666,0.0,0.09853333333333333
0.9877333333333334,0.0,0.012266666666666667
0.7698666666666667,0.0,0.23013333333333333
0.8270666666666666,0.0,0.17293333333333333
0.8477333333333333,0.0,0.15226666666666666
0.9065333333333333,0.0,0.09346666666666667
0.9072,0.0,0.0928
0.6672,0.0,0.3328
0.9845333333333334,0.0,0.015466666666666667
0.8728,0.0,0.1272
0.9285333333333333,0.0,0.07146666666666666
0.8272,0.0,0.1728
0.9116,0.0,0.0884
0.8564,0.0,0.1436
0.7184,0.0,0.2816
0.8412,0.0,0.1588
1.0,0.0,0.0
0.8396,0.0,0.1604
0.9257333333333333,0.0,0.07426666666666666
0.9445333333333333,0.0,0.055466666666666664
0.874,0.0,0.126
0.7176,0.0,0.2824
0.7809333333333334,0.0,0.21906666666666666
0.8838666666666667,0.0,0.11613333333333334
0.9201333333333334,0.0,0.07986666666666667
1.0,0.0,0.0
0.9342666666666667,0.0,0.06573333333333334
0.7564,0.0,0.2436
0.9170666666666667,0.0,0.08293333333333333
0.9037333333333334,0.0,0.09626666666666667
0.7821333333333333,0.0,0.21786666666666665
0.9656,0.0,0.0344
0.7641333333333333,0.0,0.23586666666666667
0.8821333333333333,0.0,0.11786666666666666
0.8234666666666667,0.0,0.17653333333333332
0.8021333333333334,0.0,0.19786666666666666
0.7266666666666667,0.0,0.2733333333333333
0.9270666666666667,0.0,0.07293333333333334
0.9106666666666666,0.0,0.08933333333333333
0.9085333333333333,0.0,0.09146666666666667
0.9277333333333333,0.0,0.07226666666666667
0.8424,0.0,0.1576
0.7402666666666666,0.0,0.2597333333333333
0.7734666666666666,0.0,0.22653333333333334
0.7917333333333333,0.0,0.20826666666666666
0.9462666666666667,0.0,0.053733333333333334
1.0,0.0,0.0
0.8716,0.0,0.1284
0.8854666666666666,0.0,0.11453333333333333
0.8408,0.0,0.1592
