0,1,2
0.61,0.37,0.02
0.61,0.24,0.15
0.61,0.28,0.11
0.66,0.34,-0.0
0.63,0.2,0.17
0.53,0.36,0.11
0.57,0.32,0.11
0.63,0.32,0.05
0.6,0.29,0.11
0.6,0.26,0.14
0.61,0.27,0.12
0.59,0.37,0.04
0.55,0.27,0.18
0.54,0.35,0.11
0.61,0.3,0.09
0.65,0.22,0.13
0.6,0.23,0.17
0.56,0.24,0.2
0.53,0.38,0.09
0.62,0.36,0.02
0.48,0.31,0.21
0.66,0.27,0.07
0.56,0.26,0.18
0.68,0.15,0.17
0.57,0.37,0.06
0.53,0.38,0.09
0.53,0.43,0.04
0.65,0.16,0.19
0.47,0.49,0.04
0.67,0.21,0.12
0.52,0.41,0.07
0.6,0.38,0.02
0.65,0.24,0.11
0.57,0.34,0.09
0.61,0.33,0.06
0.52,0.31,0.17
0.58,0.39,0.03
0.63,0.36,0.01
0.62,0.31,0.07
0.58,0.28,0.14
0.65,0.18,0.17
0.56,0.37,0.07
0.55,0.29,0.16
0.61,0.31,0.08
0.7,0.17,0.13
0.61,0.39,-0.0
0.65,0.15,0.2
0.66,0.31,0.03
0.65,0.29,0.06
0.63,0.25,0.12
0.68,0.14,0.18
0.6,0.37,0.03
0.62,0.19,0.19
0.66,0.12,0.22
0.65,0.31,0.04
0.64,0.3,0.06
0.59,0.32,0.09
0.62,0.24,0.14
0.6,0.19,0.21
0.61,0.28,0.11
0.61,0.37,0.02
0.67,0.17,0.16
0.6,0.24,0.16
0.55,0.26,0.19
0.65,0.23,0.12
0.62,0.28,0.1
0.65,0.23,0.12
0.56,0.39,0.05
0.63,0.17,0.2
0.58,0.28,0.14
0.56,0.32,0.12
0.57,0.28,0.15
0.59,0.4,0.01
0.58,0.39,0.03
0.55,0.3,0.15
0.63,0.19,0.18
0.66,0.19,0.15
0.7,0.15,0.15
0.61,0.28,0.11
0.65,0.33,0.02
0.65,0.34,0.01
0.57,0.31,0.12
0.59,0.31,0.1
0.66,0.33,0.01
0.6,0.36,0.04
0.65,0.27,0.08
0.61,0.3,0.09
0.64,0.16,0.2
0.67,0.24,0.09
0.67,0.28,0.05
0.62,0.26,0.12
0.6,0.21,0.19
0.65,0.32,0.03
0.59,0.37,0.04
0.61,0.18,0.21
0.58,0.23,0.19
0.6,0.35,0.05
0.57,0.29,0.14
0.55,0.32,0.13
0.59,0.27,0.14
